Bangla Text, Equation
" Miad runs 200m, 400m and 800m daily for annual sports competitions. How many meters does he run every day?", x + y = z
" Disha finished reading three books of stories of two hundred, one hundred, three hundred pages in one month. How many pages of story books did he read in that month?", x + y = z
"One thousand two hundred fish fry, nine hundred cuttle fish and eight hundred mrigel fish fry are released in a pond. How many fish fry are released in that pond", x + y = z
" 400, 200 and 300 mangoes have been planted from three trees in the fruit garden respectively. How many mangoes have been planted from that garden", x + y = z
" A nursery has six hundred and twenty rose, five hundred and thirty two jaba and eight hundred marigold seedlings. How many saplings are there in that nursery?", x + y = z
"Shaon sold 4,000 taka books on the first day, 2,000 taka on the second day, and 3,000 taka books on the third day. How many books did he sell in three days?", x + y = z
" In the cricket game, England team scored three hundred and Australia four hundred and five runs in the first innings. In the second innings, the Australian team scored 370 runs and the England team scored 400 runs. How many total runs did the two teams score in that game?", x + y = z
Ten marbles were placed in a glass and twenty-five more were added to make up the total., x + y = z
 Five marbles are placed in a glass and then fifteen more are filled to make the total., x + y = z
" If five more mango trees are planted out of the fifty-six mango trees on Tarek Mia's land, sixty-one trees remain", x + y = z
" After buying nine fishes, Tamjid bought two more fishes for a total of eleven fishes and brought them home.", x + y = z
"Hasan bought twenty-three flutes and twenty-two flutes, making a total of forty-five flutes, which he took to the market and sold at a high price.", x + y = z
 Jalil bought one shell egg for twenty taka and sold it at a profit of twenty taka or forty taka., x + y = z
" Even though Farid had seven hundred books, he bought twenty-five more books from this year's book fair and made a small library of seven hundred and twenty-five books.", x + y = z
"Even though Momin had three hundred taka, he went to see a movie with another five hundred taka or eight hundred taka from his friend Ifat.", x + y = z
 Mehdi has two story books. Chaiti gave him three more. How many books does Mehdi have in total?, x + y = z
 River had seventy rupees. His mother gave him ninety five rupees to buy the bag. How much money is the river?, x + y = z
Masuma had eighty five rupees. His father gives him one hundred rupees. How much money does Masuma have now?, x + y = z
 Belal buys pulses for eighty rupees and vegetables for thirty five rupees. How much money did he buy?, x + y = z
 Neela had one hundred and fifteen rupees. His father gave him another seventy five rupees. How much money did he have?, x + y = z
Eighteen players of the Sri Lankan national cricket team have come to play in Bangladesh. There are twenty more players in Bangladesh. How many total players are there in the two teams?, x + y = z
 A school has twenty-five male and twenty-seven female students in the second class. How many students are there in that class?, x + y = z
 There are twenty-six rose trees and thirty beli trees in the garden of Molides. How many trees are there in the garden?, x + y = z
Tuhin managed to call two crows from their tree. One cry has twenty one and another cry has eighteen dubs. How many dubs are there together?, x + y = z
 Iti's family library has fifty books of stories and thirty eight books on other subjects. How many books are there in the library?, x + y = z
 Imran and his friends went to the ferry in two groups on the morning of February 21. There are thirty five people in one group and thirty nine people in the other group. How many people are there in two groups?, x + y = z
Anis kept thirty-five horn fish and forty-seven tilapia fish in his tank. How many fish did he put in the chowbacha?, x + y = z
 Jenny sees forty-two cars pass her house in the morning and twenty in the afternoon. How many cars does she see pass her house that day?, x + y = z
 shopkeeper counts the number of customers in his shop. Fifty three customers came on the first day. The next day thirty four customers came. How many customers came to his shop in two days, x + y = z
 We get ninety-six when we add eighty-eight and eight, x + y = z
 We get one hundred and fifteen when we add ninety-one and twenty-four, x + y = z
 We get one hundred and thirty-eight when we add eighty-eight and fifty, x + y = z
 We get seventy when we add forty-seven and twenty-three, x + y = z
We get seven hundred sixty three when we add seven hundred thirty two and thirty one, x + y = z
 We get seven hundred fifty nine when we add seven hundred twenty two and twenty seven, x + y = z
 We get three hundred and thirty when we add one hundred and thirty to two hundred, x + y = z
 We get four hundred twenty two when we add four hundred nine and thirteen, x + y = z
 We get ninety when we add one to ninety-nine, x + y = z
 Halima had twenty story books. He bought twelve more books from the fair. What is the total number of books?, x + y = z
"In a cricket match, the Rafids' team scored forty-five runs and the Siamese team scored thirty runs. How many total runs did the two teams score?", x + y = z
 We get one hundred twenty four when we add one hundred eighteen and six, x + y = z
 We get thirty-seven when we add seventeen and twenty, x + y = z
 Hridi bought books worth fifty rupees and colored pens worth twenty rupees. He spent seventy five rupees, x + y = z
 bouquet is made of thirty roses and twenty marigolds. It took a total of fifty flowers to make the bouquet, x + y = z
 We get seventy-three when we add forty-one and thirty-two, x + y = z
 We get forty-six when we add forty-two and four, x + y = z
 We get sixty-four when we add thirty-two to thirty-two, x + y = z
 We get nine hundred ten when we add nine hundred three and seven, x + y = z
 We get thirty when we add twenty-eight to two, x + y = z
We get seventy-seven when we add seventy-one and six, x + y = z
 We get one hundred twenty two when we add one hundred nineteen and three, x + y = z
 Thirteen friends and six relatives came to their house on Masha's birthday. A total of nineteen guests came to their home on their birthday, x + y = z
" In the storm, mangoes fell from the mango tree at Salim's house. Salim picked seven mangoes and his sister picked eleven. Together they got eighteen mangoes", x + y = z
Rafiq had ten colors of pencils for drawing. He bought ten more colored pencils from the store. His twenty colors are pencils, x + y = z
 In Nafisad's garden three roses bloomed on one tree and seven on another. A total of ten flowers bloomed in the garden, x + y = z
 Five butterflies were playing in a garden. Later eight more butterflies came there. Now there are thirteen butterflies in the garden, x + y = z
Here are three color pencils. His brother Deep has two colored pencils. Both of them have five colored pencils together, x + y = z
 Nine birds sat on a tree. Later seven more birds came and sat. There are now sixteen birds on the tree, x + y = z
 There are six red apples and three green apples. There are nine apples altogether, x + y = z
 There were fourteen birds on a tree. After some time seven more birds came and sat on the tree. There are now twenty one birds on the tree, x + y = z
First there were nine eggplants. Tisha's mother later bought eight more brinjals. Now there are seventeen eggplants, x + y = z
 At first there were twenty-eight cars in a parking lot. Thirty-three more cars arrived later. There are now sixty one cars in the parking lot, x + y = z
 Meena first had ten mangoes. Then he was given three more mangoes. Now he has thirteen mangoes, x + y = z
 At first there were thirty-seven tomatoes. Later three more tomatoes were given. There are forty tomatoes in total, x + y = z
Four children are playing in the park. Later two more children came. Now there are six children in the park, x + y = z
" Ratul and Mitu brought flowers to Shaheed Minar. Ratul brought seven flowers, Mitu brought two flowers. They brought a total of nine flowers", x + y = z
 Ian is eighth from the back in the children's line. He has nine more children ahead of him. There are seventeen children in line, x + y = z
Akash is reading a book. Now he is reading ten pages and there are seven more pages in the book. The book has seventeen pages in total, x + y = z
 Rumi is reading a book. Now he is reading twenty pages and there are forty more pages in the book. The book has a total of sixty pages, x + y = z
 Orin is reading a book. Now he is reading eleven pages and there are thirty more pages in the book. The book has forty one pages in total, x + y = z
Tithi's seventy taka was fifty paise. His mother gave him ninety-five rupees to buy books. One hundred and sixty-five rupees of Tithi is fifty paise., x + y = z
 The price of two notebooks is sixty rupees and the price of a pen is forty five rupees. Vijay pays the shopkeeper one hundred and five rupees for these items, x + y = z
Dida buys rice for forty-four taka seventy-five paisa and vegetables for thirty-five taka fifty paisa. He spends a total of eighty rupees and twenty five paise, x + y = z
 We get eleven when we add ten to one, x + y = z
 We get twenty one when twenty is added to one, x + y = z
 We get thirty-one when thirty is added to one, x + y = z
 We get forty-one when forty is added to one, x + y = z
 We get fifty-one when we add fifty and one, x + y = z
 We get sixteen when we add fifteen to one, x + y = z
We get seventeen when sixteen is added to one, x + y = z
 We get seventeen when sixteen is added to one, x + y = z
 We get twenty-four when we add twenty-three and one, x + y = z
 We get twenty-five when we add twenty-four and one, x + y = z
 We get twenty-seven when twenty-six is added to one, x + y = z
 We get forty-nine when we add thirty-one and eight, x + y = z
 We get ninety-two when ninety-one is added to one, x + y = z
 We get one hundred when we add ninety-five and five, x + y = z
 We get forty-eight when we add forty to eight, x + y = z
We get seventeen when we add fifteen and two, x + y = z
 We get thirteen when twelve is added to one, x + y = z
 We get forty when we add thirty-five to five, x + y = z
 We get one hundred and seven when we add one hundred and seven, x + y = z
 We get ninety-six when we add ninety-five and one, x + y = z
 We get ninety-eight when we add ninety-four and four, x + y = z
 We get ninety four when we add ninety plus four, x + y = z
 We get ninety-three when we add ninety and three, x + y = z
We get one hundred and eleven when we add one hundred and eleven, x + y = z
 We get one hundred and twelve when we add one hundred and twelve, x + y = z
 We get one hundred and thirteen when we add one hundred and thirteen, x + y = z
 We get one hundred and fourteen when we add one hundred and fourteen, x + y = z
 We get one hundred and fifteen when we add one hundred and fifteen, x + y = z
 We get one hundred and sixteen when we add one hundred and sixteen, x + y = z
 We get one hundred and eighteen when we add one hundred and eighteen, x + y = z
 We get one hundred and twenty when we add one hundred and twenty, x + y = z
We get one hundred and twenty one when we add one hundred and twenty one, x + y = z
 We get one hundred and twenty two when we add one hundred and twenty two, x + y = z
 We get one hundred and twenty three when we add one hundred and twenty three, x + y = z
 We get one hundred and twenty four when we add one hundred and twenty four, x + y = z
 We get one hundred and twenty six when we add one hundred and twenty six, x + y = z
 We get one hundred and twenty eight when we add one hundred and twenty eight, x + y = z
 We get one hundred and thirty nine when we add one hundred and thirty nine, x + y = z
We get one hundred and thirty two when we add one hundred and thirty two, x + y = z
 We get one hundred and thirty three when we add one hundred and thirty three, x + y = z
 We get one hundred and thirty-four when we add one hundred and thirty-four, x + y = z
 We get one hundred and thirty-six when we add one hundred and thirty-six, x + y = z
 We get one hundred and thirty seven when we add one hundred and thirty seven, x + y = z
 We get one hundred and thirty-eight when we add one hundred and thirty-eight, x + y = z
We get one hundred and forty nine when we add one hundred and forty nine, x + y = z
 We get one hundred and forty when we add one hundred and forty, x + y = z
 We get one hundred and forty one when we add one hundred and forty one, x + y = z
 We get one hundred and forty two when we add one hundred and forty two, x + y = z
 We get one hundred and forty-three when we add one hundred and forty-three, x + y = z
 We get one hundred and forty-four when we add one hundred and forty-four, x + y = z
We get one hundred and forty-five when we add one hundred and forty-five, x + y = z
 We get one hundred and sixty one when we add one hundred and sixty one, x + y = z
 We get one hundred and sixty one when we add one hundred and sixty one, x + y = z
 We get one hundred and sixty two when we add one hundred and sixty two, x + y = z
 We get one hundred and sixty three when we add one hundred and sixty three, x + y = z
 We get one hundred and sixty four when we add one hundred and sixty four, x + y = z
 We get one hundred and sixty-five when we add one hundred and sixty-five, x + y = z
We get one hundred and sixty-six when we add one hundred and sixty-six, x + y = z
 We get one hundred and sixty seven when we add one hundred and sixty seven, x + y = z
 We get one hundred and sixty eight when we add one hundred and sixty eight, x + y = z
 We get one hundred and seventy when we add one hundred and seventy, x + y = z
 We get one hundred and seventy one when we add one hundred and seventy one, x + y = z
 We get one hundred and seventy-two when we add one hundred and seventy-two, x + y = z
 We get one hundred and seventy-three when we add one hundred and seventy-three, x + y = z
We get one hundred and seventy-four when we add one hundred and seventy-four, x + y = z
 We get one hundred and seventy-six when we add one hundred and seventy-six, x + y = z
 We get one hundred and seventy-seven when we add one hundred and seventy-seven, x + y = z
 We get one hundred and seventy-eight when we add one hundred and seventy-eight, x + y = z
 We get one hundred and eighty when we add one hundred and eighty, x + y = z
 We get one hundred and eighty-one when we add one hundred and eighty-one, x + y = z
 We get a hundred birashi when we add a hundred and birashi, x + y = z
We get one hundred and eighty-three when we add one hundred and eighty-three, x + y = z
 We get one hundred and eighty-four when we add one hundred and eighty-four, x + y = z
 We get one hundred and eighty-five when we add one hundred and eighty-five, x + y = z
 We get one hundred and eighty-six when we add one hundred and eighty-six, x + y = z
 We get one hundred and eighty-seven when we add one hundred and eighty-seven, x + y = z
 We get one hundred and eighty-eight when we add one hundred and eighty-eight, x + y = z
 We get one hundred and ninety nine when we add one hundred and ninety nine, x + y = z
We get one hundred and ninety when we add one hundred and ninety, x + y = z
 We get one when we subtract two from three, xy=z
 We get one when we subtract one from two, xy=z
 We get one when we subtract three from four, xy=z
 We get two when we subtract two from four, xy=z
 We get two when we subtract four from six, xy=z
 We get four when we subtract four from eight, xy=z
 We get five when we subtract five from ten, xy=z
We get one when we subtract seven from eight, xy=z
 We get ten when we subtract two from twelve, xy=z
 We get thirteen when we subtract two from fifteen, xy=z
 We get fourteen when we subtract six from twenty, xy=z
 We get twenty when we subtract two from twenty two, xy=z
 We get six when we subtract twelve from eighteen, xy=z
 We get ten when we subtract seven from seventeen, xy=z
 We get three when we subtract four from seven, xy=z
We get seven when we subtract seven from fourteen, xy=z
 We get ten when we subtract five from fifteen, xy=z
 We get eight when we subtract two from ten, xy=z
 We get twenty when we subtract ten from thirty, xy=z
 We get three when we subtract six from nine, xy=z
 We get thirty-five when we subtract five from forty, xy=z
 We get three when we subtract seventeen from twenty, xy=z
 We get thirty when we subtract twenty from fifty, xy=z
We get twenty-five when we subtract ten from thirty-five, xy=z
 We get twenty-one when we subtract two from twenty-three, xy=z
 We get three hundred when we subtract one hundred from four hundred, xy=z
 We get forty when we subtract ten from fifty, xy=z
 We get one when we subtract ninety-nine from one hundred, xy=z
 We get sixty when we subtract forty from one hundred, xy=z
 We get seventy when we subtract thirty from one hundred, xy=z
We get nine hundred and ninety when we subtract ten from one thousand, xy=z
 We get nine hundred when we subtract one hundred from one thousand, xy=z
 We get eleven when we subtract twenty-two from thirty-three, xy=z
 We get ninety-one when we subtract nine from one hundred, xy=z
 We get two hundred when we subtract five hundred from seven hundred, xy=z
 We get nine hundred and ninety-nine when we subtract one from one thousand, xy=z
 We get three hundred ninety-nine when we subtract one from four hundred, xy=z
We get fourteen when we subtract twenty-seven from forty-one, xy=z
 We get six hundred and ninety when we subtract ten from seven hundred, xy=z
 We get eight hundred when we subtract two hundred from one thousand, xy=z
 We get seven hundred when we subtract three hundred from one thousand, xy=z
 We get six hundred when we subtract four hundred from one thousand, xy=z
 We get thirty-four when we subtract twenty-four from fifty-eight, xy=z
 We get eight when we subtract twenty-two from thirty, xy=z
We get eighteen when we subtract seventeen from thirty-five, xy=z
 We get ninety-six when we subtract four from one hundred, xy=z
 We get seventy-six when we subtract four from eighty, xy=z
 We get sixty-six when we subtract four from seventy, xy=z
 We get fifty-six when we subtract four from sixty, xy=z
 We get forty-six when we subtract four from fifty, xy=z
 We get twenty-six when we subtract four from thirty, xy=z
We get sixteen when we subtract four from twenty, xy=z
 We get thirty-four when we subtract four from thirty-eight, xy=z
 We get thirty-four when we subtract sixteen from fifty, xy=z
 We get seventeen when we subtract fifteen from thirty-two, xy=z
 We get seven when we subtract sixty-eight from seventy-five, xy=z
 We get nine when we subtract thirty-four from forty-three, xy=z
 We get sixty-two when we subtract eighteen from eighty, xy=z
We get thirty-nine when we subtract thirty-two from sixty-one, xy=z
 We get twenty-eight when we subtract sixty-seven from ninety-five, xy=z
 We get forty-five when we subtract fifty-five from one hundred, xy=z
 We get fifty-six when we subtract forty-four from one hundred, xy=z
 We get twenty when we subtract eighty from one hundred, xy=z
 We get sixty-nine when we subtract one from sixty, xy=z
 We get fifty-eight when we subtract two from sixty, xy=z
We get fifty-seven when we subtract three from sixty, xy=z
 We get fifty-five when we subtract five from sixty, xy=z
 We get fifty-four when we subtract six from sixty, xy=z
 We get thirty-four when we subtract twelve from forty-six, xy=z
 We get forty-two when we subtract twenty-six from sixty-eight, xy=z
 We get forty-six when we subtract thirty-nine from seventy-five, xy=z
 We get seven when we subtract eighty-seven from ninety-four, xy=z
We get fourteen when we subtract twenty-six from forty, xy=z
 We get seven when we subtract fifty-six from sixty-three, xy=z
 We get twenty-one when we subtract thirty from fifty-one, xy=z
 We get three when we subtract forty-five from forty-eight, xy=z
 We get four when we subtract ninety-seven from one hundred one, xy=z
 We get eight when we subtract seventy-five from eighty-three, xy=z
 We get six when we subtract sixty-seven from sixty-one, xy=z
We get sixty when we subtract forty from one hundred, xy=z
 We get eighty when we subtract twenty from one hundred, xy=z
 We get thirty-five when we subtract thirty-five from seventy, xy=z
 We get thirty when we subtract fifty-three from eighty-three, xy=z
 We get forty-five when we subtract forty-five from ninety, xy=z
 We get four when we subtract thirty-seven from forty-one, xy=z
 We get thirty when we subtract twenty-two from fifty-two, xy=z
We get twenty when we subtract fifty from seventy, xy=z
 We get fifty when we subtract thirty from eighty, xy=z
 We get thirty when we subtract forty-one from seventy-one, xy=z
 We get six when we subtract forty-eight from fifty-four, xy=z
 We get zero when we subtract five from five, xy=z
 We get twenty-three when we subtract fourteen from thirty-seven, xy=z
 We get thirty-eight when we subtract twenty-five from sixty-three, xy=z
We get thirty-three when we subtract fifteen from forty-eight, xy=z
 We get forty-seven when we subtract twenty-eight from seventy-five, xy=z
 We get seventeen when we subtract twelve from thirty-nine, xy=z
 We get thirty when we subtract thirteen from forty-three, xy=z
 We get twenty-one when we subtract thirty-six from fifty-seven, xy=z
 We get eight when we subtract thirty-two from forty, xy=z
 We get ten when we subtract seventy-five from eighty-five, xy=z
"As Rakib lost two rupees from eleven rupees, he was left with nine rupees", xy=z
" A classroom has twelve benches. If students sit on five benches, how many benches are empty?", xy=z
 There were eighty three mangoes. Reza took ten. How many mangoes are left?, xy=z
 Razor had thirty-five papers. Mina gave seventeen out of this. How many papers are left with Raza?, xy=z
" classroom has fourteen benches. If students sit on six benches, how many benches remain unused", xy=z
 Sohag went to the market with eighty five rupees. He spent fifty rupees. How much money did he have?, xy=z
 Sathi took seventy rupees and went to the shop. He bought a notebook for forty rupees. Thirty rupees remained with him, xy=z
Nasir Sahib had ninety-nine jackfruit seedlings in his nursery. He sold sixty seedlings last week. Now there are forty nine jackfruit seedlings in the nursery, xy=z
 Tanya had thirty white papers. He used fifteen to paint the picture. Fifteen sheets of white paper remained with him, xy=z
 Sifat has twenty seven taka. But he wants to buy a toy worth Rs.47. He will need another twenty rupees to buy the toy, xy=z
" school has thirty two students in second class and forty five students in first class. The number of students in the first class is more, thirteen more", xy=z
 A story book has fifty pages. Riya has read twenty pages of the book. He still has thirty pages left to read, xy=z
 Fahad went to the shop with seventy five rupees. He bought a notebook and a pen. Gave fifty rupees to the shopkeeper. Twenty five rupees remained with him, xy=z
There are fifty mango trees and thirty three jackfruit trees in Riyadh's garden. There are more mango trees in their garden and more than seventeen., xy=z
 Fahad had thirty-three rupees. His father gave him some money. Now he has seventy rupees. His father gave him thirty seven rupees, xy=z
Forty four first class students were playing in the school field. Some of the second class students went to play in the field with them. As a result there were eighty students in the field. Thirty six students of class II went to play in the field, xy=z
 Rafi scored 30 runs and Abhi scored 22 runs in a cricket match. Rafi scored eight runs more than Avir, xy=z
 Tanha's mother gave five of the thirteen guavas to Tanha. Eight guavas remained with the mother, xy=z
Millie has fourteen chocolates. Seven of these were given to his younger brother. He had seven chocolates left, xy=z
 Noman bought fifteen eggs and six bananas. He bought nine more eggs than bananas, xy=z
 Vijay has nineteen and Anita has ten colored pencils. Vijay has nine more, xy=z
 Reefer had eight toys. He gave three toys to his brother. Now he has five toys left, xy=z
Seven birds sat on a branch of a tree. Later three birds flew away. There were four birds in the tree, xy=z
 Nipa had eight pages of paper. He wrote on four pages. He had four pages of paper left to write, xy=z
 Nine students are sitting in a classroom. Six of them are students. There are three students in the classroom, xy=z
 Tareen picked ten flowers from the garden. He gave four flowers to his brother. Six flowers remained with him, xy=z
Rahat took nine fish and Alamin took six. Alamin caught three less fish, xy=z
" There were thirty color pencils at home, Bulu took ten pencils from there to school. There are now twenty colored pencils in the house.", xy=z
" Children were playing in the school grounds. Later thirty more children came to the field. As a result, there were eighty-six children in the field. At first fifty-six children were playing", xy=z
There were some mangoes in a bag. Later seven more mangoes were kept in the bag. There are twelve mangoes in the bag. At first there were five mangoes in the bag, xy=z
 Rupak went to the market with eighty five rupees. He spent fifty five rupees. He was left with thirty rupees, xy=z
 There are forty mango trees in a garden. Thirty-nine of the trees bore mangoes. Eleven trees have yet to bear mangoes, xy=z
Rumi has seventy five marbles and Sajal has forty marbles. Sajal has thirty-five marbles less than Rumi, xy=z
 Tanveer has twenty three story books. Shubo has eighteen story books. Subha has five books less than Tanveer, xy=z
 We get ninety-eight when we subtract two from one hundred, xy=z
 We get ninety-seven when we subtract three from one hundred, xy=z
 We get ninety-six when we subtract four from one hundred, xy=z
We get ninety-four when we subtract six from one hundred, xy=z
 We get ninety-three when we subtract seven from one hundred, xy=z
 We get ninety-two when we subtract eight from one hundred, xy=z
 We get ninety-one when we subtract nine from one hundred, xy=z
 We get ninety-nine when we subtract eleven from one hundred, xy=z
 We get eighty-eight when we subtract twelve from one hundred, xy=z
 We get eighty-seven when we subtract thirteen from one hundred, xy=z
We get eighty-six when we subtract fourteen from one hundred, xy=z
 We get eighty-five when we subtract fifteen from one hundred, xy=z
 We get eighty-four when we subtract sixteen from one hundred, xy=z
 We get eighty-three when we subtract seventeen from one hundred, xy=z
 We get birashi when we subtract eighteen from one hundred, xy=z
 We get eighty-one when we subtract nineteen from one hundred, xy=z
 We get eighty when we subtract twenty from one hundred, xy=z
We get eighty-nine when we subtract twenty-one from one hundred, xy=z
 We get seventy-eight when we subtract twenty-two from one hundred, xy=z
 We get seventy-seven when we subtract twenty-three from one hundred, xy=z
 We get seventy-six when we subtract twenty-four from one hundred, xy=z
 We get seventy-five when we subtract twenty-five from one hundred, xy=z
 We get seventy-four when we subtract twenty-six from one hundred, xy=z
 We get seventy-three when we subtract twenty-seven from one hundred, xy=z
We get seventy-two when we subtract twenty-eight from one hundred, xy=z
 We get seventy-one when we subtract thirty-nine from one hundred, xy=z
 We get sixty-nine when we subtract thirty-one from one hundred, xy=z
 We get sixty-eight when we subtract thirty-two from one hundred, xy=z
 We get sixty-seven when we subtract thirty-three from one hundred, xy=z
 We get sixty-six when we subtract thirty-four from one hundred, xy=z
 We get sixty-five when we subtract thirty-five from one hundred, xy=z
We get sixty-four when we subtract thirty-six from one hundred, xy=z
 We get sixty-three when we subtract thirty-seven from one hundred, xy=z
 We get sixty-two when we subtract thirty-eight from one hundred, xy=z
 We get sixty-one when we subtract forty-nine from one hundred, xy=z
 We get sixty-nine when we subtract forty-one from one hundred, xy=z
 We get fifty-eight when we subtract forty-two from one hundred, xy=z
We get fifty-seven when we subtract forty-three from one hundred, xy=z
 We get fifty-six when we subtract forty-four from one hundred, xy=z
 We get fifty-five when we subtract forty-five from one hundred, xy=z
 We get fifty-four when we subtract forty-six from one hundred, xy=z
 We get fifty-three when we subtract forty-seven from one hundred, xy=z
 We get fifty-two when we subtract forty-eight from one hundred, xy=z
We get fifty-one when we subtract fifty-nine from one hundred, xy=z
 We get fifty-nine when we subtract fifty-one from one hundred, xy=z
 We get forty-eight when we subtract fifty-two from one hundred, xy=z
 We get forty-seven when we subtract fifty-three from one hundred, xy=z
 We get forty-six when we subtract fifty-four from one hundred, xy=z
 We get forty-five when we subtract fifty-five from one hundred, xy=z
We get forty-four when we subtract fifty-six from one hundred, xy=z
 We get forty-three when we subtract fifty-seven from one hundred, xy=z
 We get forty-two when we subtract fifty-eight from one hundred, xy=z
 We get forty-one when we subtract sixty-nine from one hundred, xy=z
 We get forty-nine when we subtract sixty-one from one hundred, xy=z
 We get thirty-eight when we subtract sixty-two from one hundred, xy=z
We get thirty-seven when we subtract sixty-three from one hundred, xy=z
 We get thirty-six when we subtract sixty-four from one hundred, xy=z
 We get thirty-five when we subtract sixty-five from one hundred, xy=z
 We get thirty-four when we subtract sixty-six from one hundred, xy=z
 We get thirty-three when we subtract sixty-seven from one hundred, xy=z
 We get thirty-two when we subtract sixty-eight from one hundred, xy=z
We get thirty-one when we subtract sixty-nine from one hundred, xy=z
 We get thirty-nine when we subtract seventy-one from one hundred, xy=z
 We get twenty-eight when we subtract seventy-two from one hundred, xy=z
 We get twenty-seven when we subtract seventy-three from one hundred, xy=z
 We get twenty-six when we subtract seventy-four from one hundred, xy=z
 We get twenty-four when we subtract seventy-six from one hundred, xy=z
We get twenty-three when we subtract seventy-seven from one hundred, xy=z
 We get twenty-two when we subtract seventy-eight from one hundred, xy=z
 We get twenty-one when we subtract eighty-nine from one hundred, xy=z
 We get nineteen when we subtract eighty one from one hundred, xy=z
 We get eighteen when we subtract eighty-two from one hundred, xy=z
 We get seventeen when we subtract eighty-three from one hundred, xy=z
 We get sixteen when we subtract eighty-four from one hundred, xy=z
We get fifteen when we subtract eighty-five from one hundred, xy=z
 We get fourteen when we subtract eighty-six from one hundred, xy=z
 We get thirteen when we subtract eighty-seven from one hundred, xy=z
 We get twelve when we subtract eighty-eight from one hundred, xy=z
 We get eleven when we subtract ninety-nine from one hundred, xy=z
 We get nine when we subtract ninety one from one hundred, xy=z
 We get eight when we subtract ninety-two from one hundred, xy=z
We get seven when we subtract ninety-three from one hundred, xy=z
 We get six when we subtract ninety-four from one hundred, xy=z
 We get five when we subtract ninety-five from one hundred, xy=z
 We get four when we subtract ninety-six from one hundred, xy=z
 We get three when we subtract ninety-seven from one hundred, xy=z
 We get two when we subtract ninety-eight from one hundred, xy=z
 We get one when we subtract ninety-nine from one hundred, xy=z
We get one hundred ninety-nine when we subtract one from two hundred, xy=z
 We get one hundred ninety-eight when we subtract two from two hundred, xy=z
 We get one hundred ninety-seven when we subtract three from two hundred, xy=z
 We get one hundred ninety-six when we subtract four from two hundred, xy=z
 We get one hundred ninety-five when we subtract five from two hundred, xy=z
 We get one hundred and ninety-four when we subtract six from two hundred, xy=z
We get one hundred ninety-three when we subtract seven from two hundred, xy=z
 We get one hundred ninety-two when we subtract eight from two hundred, xy=z
 We get one hundred ninety one when we subtract nine from two hundred, xy=z
 We get one hundred ninety when we subtract ten from two hundred, xy=z
 We get one hundred and ninety nine when we subtract eleven from two hundred, xy=z
 We get one hundred eighty eight when we subtract twelve from two hundred, xy=z
We get one hundred and eighty-seven when we subtract thirteen from two hundred, xy=z
 We get one hundred and eighty-six when we subtract fourteen from two hundred, xy=z
 We get one hundred and eighty-five when we subtract fifteen from two hundred, xy=z
 We get one hundred and eighty-four when we subtract sixteen from two hundred, xy=z
 We get one hundred and eighty-three when we subtract seventeen from two hundred, xy=z
 We get one hundred and eighty when we subtract eighteen from two hundred, xy=z
We get one hundred eighty one when we subtract nineteen from two hundred, xy=z
 We get one hundred and eighty when we subtract twenty from two hundred, xy=z
 We get one hundred eighty nine when we subtract twenty one from two hundred, xy=z
 We get one hundred and seventy-eight when we subtract twenty-two from two hundred, xy=z
 We get one hundred and seventy-seven when we subtract twenty-three from two hundred, xy=z
 We get one hundred seventy-six when we subtract twenty-four from two hundred, xy=z
We get one hundred and seventy-five when we subtract twenty-five from two hundred, xy=z
 We get one hundred and seventy-four when we subtract twenty-six from two hundred, xy=z
 We get one hundred and seventy-three when we subtract twenty-seven from two hundred, xy=z
 We get one hundred and seventy-two when we subtract twenty-eight from two hundred, xy=z
 We get one hundred and seventy one when we subtract thirty nine from two hundred, xy=z
 We get one hundred and seventy when we subtract thirty from two hundred, xy=z
We get one hundred and sixty-nine when we subtract thirty-one from two hundred, xy=z
 We get one hundred sixty-eight when we subtract thirty-two from two hundred, xy=z
 We get one when we divide two by two, x/y=z
 We get two when we divide four by two, x/y=z
 We get three when we divide six by two, x/y=z
 We get four when we divide by two, x/y=z
 We get five when we divide ten by two, x/y=z
 We get six when we divide twelve by two, x/y=z
We get seven when we divide fourteen by two, x/y=z
 We get eight when we divide sixteen by two, x/y=z
 We get nine when we divide eighteen by two, x/y=z
 We get ten when we divide twenty by two, x/y=z
 We get ten times five when we divide twenty one by two, x/y=z
 We get eleven when we divide twenty two by two, x/y=z
 We get eleven and five when we divide twenty three by two, x/y=z
We get twelve when we divide twenty-four by two, x/y=z
 We get twelve point five when we divide twenty five by two, x/y=z
 We get thirteen when we divide twenty-six by two, x/y=z
 We get thirteen decimal five when we divide twenty-seven by two, x/y=z
 We get fourteen when we divide eighty by two, x/y=z
 We get fourteen decimal five when we divide thirty-nine by two, x/y=z
We get fifteen point five when we divide thirty one by two, x/y=z
 We get sixteen and five when we divide thirty-three by two, x/y=z
 We get seventeen when we divide thirty-four by two, x/y=z
 We get seventeen decimal five when we divide thirty-five by two, x/y=z
 We get eighteen when we divide thirty-six by two, x/y=z
 We get eighteen point five when we divide thirty seven by two, x/y=z
We get nineteen when we divide thirty-eight by two, x/y=z
 We get nineteen point five when we divide forty nine by two, x/y=z
 We get twenty when we divide forty by two, x/y=z
 We get twenty-five when we divide forty-one by two, x/y=z
 We get twenty one when we divide forty two by two, x/y=z
