Bangla Text,Equation
আমরা তিনশো নিরানব্বই  পাই  যখন  চারশো  থেকে এক বিয়োগ করি,x-y=z
আমরা  চৌদ্দ  পাই  যখন  একচল্লিশ  থেকে  সাতাশ  বিয়োগ করি,x-y=z
আমরা  ছয়শো নব্বই  পাই  যখন  সাতশো থেকে দশ বিয়োগ  করি,x-y=z
আমরা  আটশো পাই  যখন এক হাজার থেকে দুইশো  বিয়োগ করি,x-y=z
আমরা  সাতশো পাই  যখন এক হাজার থেকে  তিনশো   বিয়োগ করি,x-y=z
আমরা ছয়শো পাই যখন এক হাজার থেকে চারশো বিয়োগ করি,x-y=z
আমরা  চৌত্রিশ  পাই যখন  আটান্ন  থেকে  চব্বিশ  বিয়োগ করি,x-y=z
আমরা  আট  পাই  যখন  ত্রিশ থেকে  বাইশ  বিয়োগ করি,x-y=z
আমরা  আঠারো  পাই  যখন  পয়ত্রিশ  থেকে   সতেরো  বিয়োগ করি,x-y=z
আমরা  ছিয়ানব্বই  পাই  যখন  একশো  থেকে   চার   বিয়োগ করি,x-y=z
আমরা  ছিয়াত্তর  পাই  যখন  আশি   থেকে  চার  বিয়োগ  করি,x-y=z
আমরা  ছেষট্টি   পাই  যখন  সত্তর  থেকে  চার  বিয়োগ  করি,x-y=z
আমরা  ছাপ্পান্ন   পাই   যখন  ষাট  থেকে  চার  বিয়োগ  করি,x-y=z
আমরা  ছেচল্লিশ  পাই  যখন  পঞ্চাশ থেকে  চার  বিয়োগ  করি,x-y=z
আমরা  ছাব্বিশ  পাই  যখন  ত্রিশ থেকে   চার  বিয়োগ  করি,x-y=z
আমরা  ষোল  পাই  যখন  বিশ  থেকে   চার  বিয়োগ  করি,x-y=z
আমরা  চৌত্রিশ  পাই  যখন  আটত্রিশ  থেকে   চার  বিয়োগ  করি,x-y=z
আমরা  চৌত্রিশ  পাই যখন  পঞ্চাশ  থেকে  ষোল  বিয়োগ করি,x-y=z
আমরা  সতেরো  পাই  যখন  বত্রিশ থেকে পনেরো  বিয়োগ করি,x-y=z
আমরা  সাত   পাই  যখন  পঁচাত্তর  থেকে  আটষট্টি   বিয়োগ করি,x-y=z
আমরা  নয়   পাই  যখন  তেতাল্লিশ  থেকে   চৌত্রিশ    বিয়োগ  করি,x-y=z
আমরা  বাষট্টি  পাই   যখন  আশি  থেকে   আঠারো    বিয়োগ  করি,x-y=z
আমরা  ঊনত্রিশ  পাই   যখন  একষট্টি  থেকে বত্রিশ  বিয়োগ  করি,x-y=z
আমরা  আটাশ  পাই   যখন  পঁচানব্বই   থেকে  সাতষট্টি   বিয়োগ  করি,x-y=z
আমরা  পঁয়তাল্লিশ  পাই   যখন  একশো   থেকে  পঞ্চান্ন   বিয়োগ  করি,x-y=z
আমরা  ছাপ্পান্ন  পাই   যখন  একশো   থেকে  চুয়াল্লিশ   বিয়োগ  করি,x-y=z
আমরা  বিশ পাই  যখন  একশো   থেকে  আশি   বিয়োগ  করি,x-y=z
আমরা  ঊনষাট  পাই  যখন  ষাট  থেকে  এক   বিয়োগ  করি,x-y=z
আমরা  আটান্ন  পাই  যখন  ষাট  থেকে  দুই   বিয়োগ  করি,x-y=z
আমরা  সাতান্ন  পাই  যখন  ষাট  থেকে তিন   বিয়োগ  করি,x-y=z
আমরা  পঞ্চান্ন  পাই  যখন  ষাট  থেকে  পাঁচ    বিয়োগ  করি,x-y=z
আমরা  চুয়ান্ন  পাই  যখন  ষাট  থেকে  ছয়   বিয়োগ  করি,x-y=z
আমরা  চৌত্রিশ  পাই  যখন   ছেচল্লিশ  থেকে  বারো   বিয়োগ  করি,x-y=z
আমরা  বিয়াল্লিশ  পাই   যখন  আটষট্টি  থেকে   ছাব্বিশ   বিয়োগ  করি,x-y=z
আমরা   ছেচল্লিশ  পাই   যখন  পচাত্তর  থেকে  ঊনত্রিশ  বিয়োগ   করি,x-y=z
আমরা   সাত  পাই   যখন  চুরানব্বই  থেকে  সাতাশি   বিয়োগ   করি,x-y=z
আমরা   চৌদ্দ   পাই   যখন  চল্লিশ  থেকে  ছাব্বিশ   বিয়োগ   করি,x-y=z
আমরা  সাত   পাই  যখন  তেষট্টি  থেকে ছাপ্পান্ন  বিয়োগ করি,x-y=z
আমরা  একুশ  পাই  যখন  একান্ন  থেকে ত্রিশ   বিয়োগ করি,x-y=z
আমরা  তিন  পাই  যখন  আটচল্লিশ  থেকে পঁয়তাল্লিশ   বিয়োগ করি,x-y=z
আমরা   চার  পাই  যখন  একশো  এক  থেকে সাতানব্বই   বিয়োগ করি,x-y=z
আমরা   আট   পাই   যখন   তিরাশি   থেকে পঁচাত্তর    বিয়োগ করি,x-y=z
আমরা  ছয়  পাই যখন সাতষট্টি  থেকে  একষট্টি  বিয়োগ করি,x-y=z
আমরা  ষাট   পাই  যখন একশো থেকে  চল্লিশ বিয়োগ  করি,x-y=z
আমরা  আশি   পাই  যখন  একশো  থেকে  বিশ  বিয়োগ  করি,x-y=z
আমরা  পয়ত্রিশ  পাই  যখন  সত্তর  থেকে  পয়ত্রিশ   বিয়োগ  করি,x-y=z
আমরা  ত্রিশ  পাই  যখন  তিরাশি  থেকে  তেপ্পান্ন   বিয়োগ  করি,x-y=z
আমরা  পঁয়তাল্লিশ  পাই  যখন  নব্বই  থেকে পঁয়তাল্লিশ  বিয়োগ করি,x-y=z
আমরা   চার  পাই  যখন  একচল্লিশ  থেকে সাইত্রিশ   বিয়োগ  করি,x-y=z
আমরা   ত্রিশ  পাই  যখন  বায়ান্ন  থেকে  বাইশ  বিয়োগ  করি,x-y=z
আমরা  বিশ  পাই  যখন  সত্তর  থেকে  পঞ্চাশ   বিয়োগ  করি,x-y=z
আমরা  পঞ্চাশ  পাই  যখন  আশি  থেকে  ত্রিশ   বিয়োগ  করি,x-y=z
আমরা  ত্রিশ  পাই  যখন  একাত্তর  থেকে  একচল্লিশ   বিয়োগ  করি,x-y=z
আমরা  ছয়  পাই   যখন  চুয়ান্ন  থেকে  আটচল্লিশ    বিয়োগ  করি,x-y=z
আমরা  শূন্য  পাই   যখন  পাঁচ  থেকে  পাঁচ     বিয়োগ  করি,x-y=z
আমরা  তেইশ  পাই  যখন  সাইত্রিশ  থেকে  চৌদ্দ  বিয়োগ করি,x-y=z
আমরা  আটত্রিশ  পাই  যখন  তেষট্টি  থেকে   পঁচিশ   বিয়োগ করি,x-y=z
আমরা  তেত্রিশ  পাই  যখন   আটচল্লিশ  থেকে  পনেরো   বিয়োগ  করি,x-y=z
আমরা  সাতচল্লিশ  পাই  যখন   পঁচাত্তর  থেকে  আটাশ   বিয়োগ  করি,x-y=z
আমরা  সতেরো  পাই  যখন   ঊনত্রিশ  থেকে  বারো   বিয়োগ  করি,x-y=z
আমরা  ত্রিশ  পাই  যখন   তেতাল্লিশ  থেকে  তেরো   বিয়োগ  করি,x-y=z
আমরা  একুশ  পাই  যখন  সাতান্ন  থেকে   ছত্রিশ   বিয়োগ  করি,x-y=z
আমরা  আট  পাই  যখন  চল্লিশ  থেকে  বত্রিশ    বিয়োগ  করি,x-y=z
আমরা  দশ  পাই  যখন  পঁচাশি   থেকে  পচাত্তর   বিয়োগ  করি,x-y=z
রাকিবের  এগার টাকা থেকে দুই টাকা হারিয়ে যাওয়ায় তার কাছে নয় টাকা রইল,x-y=z
"একটি শ্রেণীকক্ষে  বারোটি  বেঞ্চ আছে। যদি শিক্ষার্থীরা  পাঁচটি  বেঞ্চে বসে, কয়টি বেঞ্চ খালি থাকে",x-y=z
তিরাশি টি আম ছিল। রেজা  দশটি  নিল। কয়টি আম বাকি থাকে,x-y=z
রেজার পঁয়ত্রিশটি কাগজ ছিল। এর থেকে মিনাকে সতেরো  টা দিল । রেজার কাছে কতটি কাগজ রইল,x-y=z
"একটি শ্রেণিকক্ষে চৌদ্দটি বেঞ্চ আছে। যদি শিক্ষার্থীরা ছয়টি বেঞ্চে বসে, তবে  কয়টি  বেঞ্চ অব্যবহৃত থাকে  ",x-y=z
সোহাগ পঁচাশি টাকা নিয়ে বাজারে গেল। সে পঞ্চাশ  টাকা খরচ করলো। তার কাছে কত টাকা রইল,x-y=z
সাথী  সত্তর টাকা নিয়ে দোকানে গেল। সে চল্লিশ টাকা দিয়ে একটি খাতা কিনল। তার কাছে ত্রিশ টাকা রইল,x-y=z
নাসির  সাহেবের নার্সারিতে নিরানব্বইটি  কাঁঠালের চারা  ছিল। তিনি গত সপ্তাহে ষাটটি  চারা বিক্রি করেন। এখন নার্সারিতে  ঊনচল্লিশটি  কাঁঠালের চারা আছে,x-y=z
তানিয়ার  ত্রিশটি  সাদা কাগজ ছিল। সে ছবি আঁকতে পনেরোটি  ব্যবহার করল। তার  কাছে   পনেরোটি সাদা কাগজ রইল,x-y=z
সিফাতের  নিকট সাতাশ টাকা আছে। কিন্তু সে সাতচল্লিশ টাকা দামের একটি খেলনা কিনতে চায়। খেলনাটি কিনতে তার আরও বিশ টাকা লাগবে,x-y=z
"একটি বিদ্যালয়ের দ্বিতীয় শ্রেণিতে বত্রিশ জন এবং প্রথম শ্রেণিতে পয়তাল্লিশ জন শিক্ষার্থী আছে। প্রথম শ্রেণিতে শিক্ষার্থীর সংখ্যা বেশি, তেরো জন বেশি",x-y=z
একটি  গল্পের  বইয়ের  পঞ্চাশটি  পৃষ্ঠা  আছে। রিয়া বইটির  বিশ  পৃষ্ঠা পড়েছে। তার আর ত্রিশ  পৃষ্ঠা পড়ার বাকি আছে,x-y=z
ফাহাদ  পঁচাত্তর   টাকা নিয়ে দোকানে গেল। সে একটি খাতা ও একটি কলম কিনল। দোকানদারকে  পঞ্চান্ন   টাকা দিল। তার কাছে  পঁচিশ  টাকা রইল,x-y=z
রিয়াদের বাগানে পঞ্চাশটি আম গাছ ও তেত্রিশটি কাঁঠাল গাছ আছে। তাদের বাগানে আম গাছ বেশি আছে  এবং  সতেরোটি  বেশি আছে ।,x-y=z
ফাহাদের  তেত্রিশ  টাকা  ছিল। তার বাবা তাকে কিছু টাকা দিল। এখন তার সত্তর টাকা হলো। তার বাবা তাকে সাইত্রিশ  টাকা দিল,x-y=z
বিদ্যালয়ের মাঠে প্রথম শ্রেণির চুয়াল্লিশ জন শিক্ষার্থী খেলছিল। এদের সাথে দীতীয় শ্রেণির কিছু শিক্ষার্থী মাঠে খেলতে গেল। ফলে মাঠে আশি জন শিক্ষার্থী হলো। দীতীয় শ্রেণির ছত্রিশ  জন শিক্ষার্থী মাঠে খেলতে গেল,x-y=z
একটি ক্রিকেট ম্যাচে রাফি ত্রিশ রান এবং অভি বাইশ রান করেছে। রাফি অভির থেকে  আট রান বেশি করেছে,x-y=z
তানহার  মা  তেরোটি  পেয়ারা  থেকে পাঁচটি  তানহাকে  দিল। মায়ের কাছে আটটি  পেয়ারা রইল,x-y=z
মিলির  চৌদ্দটি  চকলেট আছে। এর থেকে  সাতটি  তার ছোট ভাইকে দিল। তার কাছে সাতটি  চকলেট রইল,x-y=z
নোমান  পনেরোটি   ডিম ও  ছয়টি  কলা কিনল। কলা থেকে ডিম সে নয়টি  বেশি কিনল,x-y=z
বিজয়ের কাছে ঊনিশটি ও অনিতার কাছে  দশটি  রং পেনসিল আছে। বিজয়ের কাছে নয়টি  বেশি আছে,x-y=z
রিফার আটটি খেলনা ছিল। সে তার ভাইকে তিনটি  খেলনা দিল। এখন তার কাছে পাঁচটি  খেলনা রইল,x-y=z
একটি গাছের ডালে সাতটি পাখি বসেছিল। পরে তিনটি  পাখি উড়ে গেল। গাছে চারটি  পাখি থাকল,x-y=z
নিপার  আটটি  কাগজের পাতা ছিল। সে চারটি  পাতায় লিখে ফেলল। তার চারটি  কাগজের পাতা লেখার বাকি রইল,x-y=z
একটি শ্রেণিকক্ষে নয় জন ছাত্র-ছাত্রী বসে আছে। তাদের মধ্যে ছয় জন ছাত্রী। শ্রেণিকক্ষে তিন জন ছাত্র আছে,x-y=z
তারিন  বাগান থেকে দশটি ফুল তুলল। সে তার ভাইকে চারটি  ফুল দিল। তার কাছে ছয়টি  ফুল রইল,x-y=z
রাহাত নয়টি মাছ ধরেছে এবং আলামিন  ছয়টি  মাছ ধরেছে। আলামিন তিনটি  মাছ কম ধরেছে,x-y=z
বাড়িতে ত্রিশটি রং পেনসিল ছিল বুলু সেখান থেকে দশটি  পেনসিল বিদ্যালয়ে নিয়ে গেল। বাড়িতে এখন  বিশটি  রং পেনসিল রয়েছে।,x-y=z
বিদ্যালয়ের  মাঠে  শিশুরা খেলছিল। পরে আরও ত্রিশ জন শিশু মাঠে আসল। ফলে মাঠে মোট ছিয়াশি জন শিশু হলো। প্রথমে  ছাপ্পান্ন জন   শিশু  খেলছিল,x-y=z
একটি  ব্যাগে কয়েকটি আম ছিল। পরে আরও  সাতটি আম  ব্যাগে রাখা হলো। ব্যাগে মোট আম হলো বারোটি। প্রথমে   ব্যাগে  পাঁচটি  আম ছিল,x-y=z
রূপক  পঁচাশি  টাকা নিয়ে বাজারে গেল। সে পঞ্চান্ন টাকা  খরচ করল। তার কাছে ত্রিশ টাকা থাকল,x-y=z
একটি বাগানে চল্লিশটি  আম গাছ আছে। গাছগুলোর মধ্যে ঊনত্রিশটিতে আম ধরেছে। এগারোটি  গাছে  এখনও  আম  ধরেনি,x-y=z
"রুমির পঁচাত্তরটি মারবেল আছে এবং সজলের চল্লিশটি  মারবেল আছে। রুমির থেকে  সজলের 
 পঁয়ত্রিশটি  মারবেল  কম  আছে  ",x-y=z
তানভীরের তেইশটি গল্পের বই আছে। শুভর আঠারোটি  গল্পের বই আছে।  তানভীরের থেকে  শুভর   পাঁচটি   বই কম আছে,x-y=z
আমরা আটানব্বই পাই যখন একশো থেকে দুই বিয়োগ করি,x-y=z
আমরা  সাতানব্বই  পাই যখন  একশো  থেকে তিন  বিয়োগ করি,x-y=z
আমরা  ছিয়ানব্বই   পাই যখন  একশো  থেকে চার   বিয়োগ করি,x-y=z
আমরা  চুরানব্বই    পাই  যখন  একশো  থেকে ছয়    বিয়োগ  করি,x-y=z
আমরা  তিরানব্বই  পাই  যখন  একশো  থেকে সাত  বিয়োগ  করি,x-y=z
আমরা  বিরানব্বই  পাই  যখন  একশো  থেকে আট  বিয়োগ  করি,x-y=z
আমরা  একানব্বই  পাই  যখন  একশো  থেকে  নয়   বিয়োগ  করি,x-y=z
আমরা  ঊননব্বই  পাই  যখন  একশো  থেকে  এগার   বিয়োগ   করি,x-y=z
আমরা  আটাশি  পাই যখন  একশো  থেকে  বারো  বিয়োগ  করি,x-y=z
আমরা সাতাশি পাই যখন একশো থেকে তেরো বিয়োগ করি,x-y=z
আমরা ছিয়াশি পাই যখন একশো  থেকে  চৌদ্দ  বিয়োগ করি,x-y=z
আমরা  পঁচাশি  পাই যখন  একশো  থেকে  পনেরো  বিয়োগ করি,x-y=z
আমরা  চুরাশি   পাই  যখন  একশো  থেকে  ষোল   বিয়োগ  করি,x-y=z
আমরা   তিরাশি   পাই   যখন  একশো  থেকে  সতেরো  বিয়োগ করি,x-y=z
আমরা   বিরাশি   পাই  যখন  একশো  থেকে  আঠারো   বিয়োগ করি,x-y=z
আমরা  একাশি  পাই  যখন  একশো  থেকে  উনিশ   বিয়োগ  করি,x-y=z
আমরা  আশি  পাই  যখন  একশো  থেকে  বিশ   বিয়োগ  করি,x-y=z
আমরা ঊনআশি  পাই যখন  একশো  থেকে  একুশ  বিয়োগ  করি,x-y=z
আমরা  আটাত্তর  পাই  যখন  একশো  থেকে  বাইশ  বিয়োগ  করি,x-y=z
আমরা  সাতাত্তর  পাই  যখন  একশো  থেকে  তেইশ  বিয়োগ  করি,x-y=z
আমরা  ছিয়াত্তর  পাই  যখন  একশো  থেকে  চব্বিশ   বিয়োগ  করি,x-y=z
আমরা পঁচাত্তর  পাই  যখন  একশো  থেকে  পঁচিশ  বিয়োগ  করি,x-y=z
আমরা  চুয়াত্তর  পাই  যখন  একশো  থেকে  ছাব্বিশ  বিয়োগ  করি,x-y=z
আমরা  তিয়াত্তর  পাই  যখন  একশো  থেকে  সাতাশ   বিয়োগ  করি,x-y=z
আমরা  বাহাত্তর  পাই  যখন  একশো  থেকে  আটাশ   বিয়োগ  করি,x-y=z
আমরা  একাত্তর  পাই   যখন  একশো  থেকে  ঊনত্রিশ   বিয়োগ  করি,x-y=z
আমরা  ঊনসত্তর  পাই   যখন  একশো  থেকে  একত্রিশ   বিয়োগ  করি,x-y=z
আমরা   আটষট্টি   পাই  যখন  একশো  থেকে  বত্রিশ   বিয়োগ  করি,x-y=z
আমরা   সাতষট্টি   পাই  যখন  একশো  থেকে  তেত্রিশ    বিয়োগ  করি,x-y=z
আমরা   ছেষট্টি   পাই  যখন   একশো  থেকে   চৌত্রিশ   বিয়োগ  করি,x-y=z
আমরা   পঁয়ষট্টি   পাই   যখন   একশো  থেকে  পঁয়ত্রিশ    বিয়োগ   করি,x-y=z
আমরা   চৌষট্টি   পাই   যখন   একশো  থেকে  ছত্রিশ    বিয়োগ   করি,x-y=z
আমরা   তেষট্টি   পাই   যখন   একশো  থেকে  সাইত্রিশ    বিয়োগ   করি,x-y=z
আমরা   বাষট্টি   পাই   যখন   একশো  থেকে  আটত্রিশ   বিয়োগ   করি,x-y=z
আমরা   একষট্টি   পাই   যখন   একশো   থেকে  ঊনচল্লিশ    বিয়োগ   করি,x-y=z
আমরা   ঊনষাট  পাই   যখন   একশো   থেকে  একচল্লিশ    বিয়োগ   করি,x-y=z
আমরা   আটান্ন  পাই   যখন   একশো   থেকে  বিয়াল্লিশ    বিয়োগ   করি,x-y=z
আমরা  সাতান্ন   পাই   যখন   একশো   থেকে  তেতাল্লিশ    বিয়োগ   করি,x-y=z
আমরা  ছাপ্পান্ন   পাই   যখন   একশো   থেকে  চুয়াল্লিশ    বিয়োগ   করি,x-y=z
আমরা  পঞ্চান্ন   পাই    যখন    একশো   থেকে   পঁয়তাল্লিশ    বিয়োগ   করি,x-y=z
আমরা  চুয়ান্ন   পাই    যখন    একশো   থেকে   ছেচল্লিশ    বিয়োগ   করি,x-y=z
আমরা  তেপ্পান্ন  পাই    যখন    একশো   থেকে   সাতচল্লিশ   বিয়োগ   করি,x-y=z
আমরা  বায়ান্ন  পাই    যখন   একশো   থেকে   আটচল্লিশ    বিয়োগ   করি,x-y=z
আমরা  একান্ন  পাই   যখন   একশো   থেকে  ঊনপঞ্চাশ    বিয়োগ   করি,x-y=z
আমরা   ঊনপঞ্চাশ  পাই   যখন   একশো   থেকে  একান্ন    বিয়োগ   করি,x-y=z
আমরা   আটচল্লিশ  পাই   যখন   একশো   থেকে  বায়ান্ন    বিয়োগ   করি,x-y=z
আমরা   সাতচল্লিশ  পাই   যখন   একশো   থেকে  তেপ্পান্ন   বিয়োগ   করি,x-y=z
আমরা   ছেচল্লিশ  পাই   যখন   একশো   থেকে  চুয়ান্ন   বিয়োগ   করি,x-y=z
আমরা   পয়তাল্লিশ   পাই   যখন   একশো   থেকে  পঞ্চান্ন   বিয়োগ   করি,x-y=z
আমরা   চুয়াল্লিশ  পাই   যখন   একশো   থেকে   ছাপ্পান্ন   বিয়োগ   করি,x-y=z
আমরা   তেতাল্লিশ  পাই   যখন   একশো   থেকে   সাতান্ন   বিয়োগ   করি,x-y=z
আমরা  বিয়াল্লিশ   পাই   যখন   একশো   থেকে  আটান্ন    বিয়োগ   করি,x-y=z
আমরা   একচল্লিশ   পাই   যখন   একশো   থেকে   ঊনষাট    বিয়োগ   করি,x-y=z
আমরা   ঊনচল্লিশ  পাই   যখন   একশো   থেকে  একষট্টি    বিয়োগ   করি,x-y=z
আমরা   আটত্রিশ   পাই   যখন   একশো   থেকে   বাষট্টি    বিয়োগ   করি,x-y=z
আমরা   সাইত্রিশ  পাই   যখন   একশো   থেকে   তেষট্টি    বিয়োগ   করি,x-y=z
আমরা   ছত্রিশ  পাই   যখন   একশো   থেকে   চৌষট্টি    বিয়োগ   করি,x-y=z
আমরা   পঁয়ত্রিশ  পাই   যখন   একশো   থেকে   পঁয়ষট্টি    বিয়োগ   করি,x-y=z
আমরা   চৌত্রিশ   পাই   যখন   একশো   থেকে  ছেষট্টি   বিয়োগ   করি,x-y=z
আমরা   তেত্রিশ   পাই   যখন   একশো   থেকে  সাতষট্টি    বিয়োগ   করি,x-y=z
আমরা  বত্রিশ   পাই   যখন   একশো   থেকে  আটষট্টি    বিয়োগ   করি,x-y=z
আমরা  একত্রিশ   পাই   যখন   একশো   থেকে  ঊনসত্তর   বিয়োগ   করি,x-y=z
আমরা   ঊনত্রিশ   পাই   যখন   একশো   থেকে  একাত্তর    বিয়োগ   করি,x-y=z
আমরা   আটাশ   পাই   যখন   একশো   থেকে  বাহাত্তর    বিয়োগ   করি,x-y=z
আমরা   সাতাশ  পাই   যখন   একশো   থেকে  তিয়াত্তর    বিয়োগ   করি,x-y=z
আমরা   ছাব্বিশ  পাই   যখন   একশো   থেকে  চুয়াত্তর    বিয়োগ   করি,x-y=z
আমরা  চব্বিশ  পাই   যখন   একশো   থেকে  ছিয়াত্তর   বিয়োগ   করি,x-y=z
আমরা  তেইশ  পাই   যখন   একশো   থেকে  সাতাত্তর    বিয়োগ   করি,x-y=z
আমরা  বাইশ  পাই   যখন   একশো   থেকে  আটাত্তর   বিয়োগ   করি,x-y=z
আমরা  একুশ  পাই   যখন   একশো   থেকে  ঊনআশি    বিয়োগ   করি,x-y=z
আমরা  উনিশ  পাই   যখন   একশো   থেকে  একাশি   বিয়োগ   করি,x-y=z
আমরা  আঠারো  পাই   যখন   একশো   থেকে  বিরাশি   বিয়োগ   করি,x-y=z
আমরা  সতেরো   পাই   যখন   একশো   থেকে  তিরাশি    বিয়োগ   করি,x-y=z
আমরা  ষোল   পাই   যখন   একশো   থেকে  চুরাশি    বিয়োগ   করি,x-y=z
আমরা  পনের   পাই   যখন   একশো   থেকে   পঁচাশি    বিয়োগ   করি,x-y=z
আমরা  চৌদ্দ   পাই   যখন   একশো   থেকে   ছিয়াশি   বিয়োগ   করি,x-y=z
আমরা  তেরো   পাই   যখন   একশো   থেকে   সাতাশি   বিয়োগ   করি,x-y=z
আমরা  বারো   পাই   যখন   একশো   থেকে   আটাশি   বিয়োগ   করি,x-y=z
আমরা  এগারো  পাই   যখন   একশো   থেকে   ঊননব্বই    বিয়োগ   করি,x-y=z
আমরা  নয়  পাই   যখন   একশো   থেকে  একানব্বই    বিয়োগ   করি,x-y=z
আমরা  আট  পাই   যখন   একশো   থেকে   বিরানব্বই    বিয়োগ   করি,x-y=z
আমরা  সাত  পাই   যখন   একশো   থেকে   তিরানব্বই    বিয়োগ   করি,x-y=z
আমরা  ছয়  পাই   যখন   একশো   থেকে  চুরানব্বই   বিয়োগ  করি,x-y=z
আমরা  পাঁচ  পাই   যখন   একশো   থেকে   পঁচানব্বই    বিয়োগ   করি,x-y=z
আমরা  চার   পাই   যখন   একশো   থেকে  ছিয়ানব্বই    বিয়োগ   করি,x-y=z
আমরা  তিন  পাই   যখন   একশো   থেকে  সাতানব্বই    বিয়োগ   করি,x-y=z
আমরা  দুই   পাই   যখন   একশো   থেকে  আটানব্বই    বিয়োগ   করি,x-y=z
আমরা  এক  পাই   যখন   একশো   থেকে  নিরানব্বই    বিয়োগ   করি,x-y=z
আমরা  একশো নিরানব্বই   পাই   যখন   দুইশো  থেকে   এক   বিয়োগ   করি,x-y=z
আমরা  একশো আটানব্বই   পাই    যখন   দুইশো  থেকে  দুই   বিয়োগ   করি,x-y=z
আমরা   একশো সাতানব্বই   পাই    যখন   দুইশো  থেকে  তিন   বিয়োগ   করি,x-y=z
আমরা   একশো ছিয়ানব্বই   পাই    যখন   দুইশো  থেকে  চার   বিয়োগ   করি,x-y=z
আমরা   একশো পঁচানব্বই   পাই    যখন   দুইশো   থেকে  পাঁচ   বিয়োগ   করি,x-y=z
আমরা   একশো চুরানব্বই   পাই    যখন   দুইশো   থেকে  ছয়   বিয়োগ   করি,x-y=z
আমরা   একশো তিরানব্বই   পাই    যখন   দুইশো   থেকে  সাত   বিয়োগ   করি,x-y=z
আমরা   একশো বিরানব্বই   পাই    যখন   দুইশো   থেকে  আট    বিয়োগ   করি,x-y=z
আমরা   একশো  একানব্বই  পাই    যখন   দুইশো   থেকে নয়    বিয়োগ   করি,x-y=z
আমরা   একশো নব্বই   পাই    যখন   দুইশো   থেকে  দশ   বিয়োগ   করি,x-y=z
আমরা   একশো ঊননব্বই  পাই    যখন   দুইশো   থেকে  এগার   বিয়োগ   করি,x-y=z
আমরা   একশো আটাশি   পাই    যখন   দুইশো   থেকে  বারো   বিয়োগ   করি,x-y=z
আমরা   একশো সাতাশি   পাই   যখন   দুইশো   থেকে  তেরো   বিয়োগ   করি,x-y=z
আমরা   একশো ছিয়াশি   পাই   যখন   দুইশো   থেকে   চৌদ্দ    বিয়োগ    করি,x-y=z
আমরা   একশো পঁচাশি   পাই   যখন   দুইশো   থেকে   পনেরো   বিয়োগ    করি,x-y=z
আমরা   একশো চুরাশি  পাই   যখন   দুইশো   থেকে   ষোল   বিয়োগ   করি,x-y=z
আমরা   একশো তিরাশি  পাই   যখন   দুইশো   থেকে   সতেরো    বিয়োগ   করি,x-y=z
আমরা   একশো বিরাশি   পাই   যখন   দুইশো   থেকে  আঠারো  বিয়োগ   করি,x-y=z
আমরা   একশো একাশি   পাই   যখন   দুইশো   থেকে  উনিশ   বিয়োগ   করি,x-y=z
আমরা   একশো আশি   পাই   যখন   দুইশো   থেকে  বিশ   বিয়োগ   করি,x-y=z
আমরা   একশো ঊনআশি   পাই   যখন  দুইশো    থেকে  একুশ   বিয়োগ  করি,x-y=z
আমরা   একশো আটাত্তর   পাই   যখন  দুইশো  থেকে  বাইশ    বিয়োগ  করি,x-y=z
আমরা   একশো সাতাত্তর   পাই   যখন  দুইশো  থেকে  তেইশ   বিয়োগ  করি,x-y=z
আমরা   একশো ছিয়াত্তর  পাই   যখন  দুইশো  থেকে  চব্বিশ   বিয়োগ  করি,x-y=z
আমরা   একশো পঁচাত্তর  পাই   যখন  দুইশো  থেকে পঁচিশ   বিয়োগ  করি,x-y=z
আমরা   একশো চুয়াত্তর  পাই   যখন  দুইশো  থেকে ছাব্বিশ    বিয়োগ  করি,x-y=z
আমরা   একশো তিয়াত্তর  পাই   যখন  দুইশো  থেকে সাতাশ   বিয়োগ  করি,x-y=z
আমরা   একশো বাহাত্তর  পাই   যখন   দুইশো   থেকে  আটাশ   বিয়োগ  করি,x-y=z
আমরা   একশো একাত্তর  পাই   যখন   দুইশো   থেকে ঊনত্রিশ    বিয়োগ  করি,x-y=z
আমরা   একশো সত্তর   পাই   যখন   দুইশো   থেকে  ত্রিশ    বিয়োগ  করি,x-y=z
আমরা   একশো ঊনসত্তর  পাই   যখন   দুইশো   থেকে  একত্রিশ   বিয়োগ  করি,x-y=z
আমরা   একশো আটষট্টি    পাই   যখন   দুইশো   থেকে  বত্রিশ   বিয়োগ  করি,x-y=z
আমরা  এক  পাই  যখন  দুই  কে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা  দুই   পাই  যখন   চারকে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা  তিন  পাই  যখন  ছয়কে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা  চার  পাই  যখন  আটকে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা   পাঁচ  পাই   যখন   দশকে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা   ছয়  পাই   যখন  বারোকে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা   সাত  পাই   যখন  চৌদ্দকে  দুই  দিয়ে  ভাগ  করি,x/y=z
আমরা  আট   পাই   যখন  ষোলকে   দুই   দিয়ে  ভাগ  করি,x/y=z
আমরা  নয়  পাই   যখন  আঠারোকে   দুই   দিয়ে  ভাগ  করি,x/y=z
